START_TIME,END_TIME,WAREHOUSE_ID,WAREHOUSE_NAME,CREDITS_USED,CREDITS_USED_COMPUTE,CREDITS_USED_CLOUD_SERVICES,CREDITS_ATTRIBUTED_COMPUTE_QUERIES
2025-03-20 12:00:00.000 -0700,2025-03-20 13:00:00.000 -0700,7,ETL_WH,0.045762499,0.045555555,0.000206944,
2025-03-20 11:00:00.000 -0700,2025-03-20 12:00:00.000 -0700,7,ETL_WH,0.070293610,0.070277777,0.000015833,
2025-03-20 10:00:00.000 -0700,2025-03-20 11:00:00.000 -0700,7,ETL_WH,0.017183058,0.016944444,0.000238614,
2025-03-20 09:00:00.000 -0700,2025-03-20 10:00:00.000 -0700,7,ETL_WH,0.020676669,0.020555556,0.000121113,
